Tên,Địa chỉ,Số điện thoại,Link
Nhà Thuốc Htp,"Địa chỉ: 139 Trần Hưng Đạo, P. Đề Thám, Thái Bình",,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Htp/data=!4m7!3m6!1s0x3135e4d67949d9b5:0xe7858bb072979fbd!8m2!3d20.4487222!4d106.3402661!16s%2Fg%2F12vrdwk32!19sChIJtdlJedbkNTERvZ-XcrCLhec?authuser=0&hl=vi&rclk=1
Nhà thuốc Thùy Dung,"Địa chỉ: F8WW+M89, Đông Dương, Đông Hưng, Thái Bình",,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Th%C3%B9y+Dung/data=!4m7!3m6!1s0x3135e57066735583:0xd421ff22fae43848!8m2!3d20.4966562!4d106.3458651!16s%2Fg%2F11qrkkqyy1!19sChIJg1VzZnDlNTERSDjk-iL_IdQ?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 18A Phố Phát Diệm Đông, TT. Phát Diệm, Kim Sơn, Ninh Bình",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x31366de0dc6b1ae1:0xfafe5eff8c738867!8m2!3d20.0895042!4d106.0821678!16s%2Fg%2F11rgc9z7g3!19sChIJ4Rpr3OBtNjERZ4hzjP9e_vo?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 29-31 Quang Trung, Trung Sơn, Tam Điệp, Ninh Bình 790000",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x3136658948dc33b9:0x16b85226be003187!8m2!3d20.1580835!4d105.9217733!16s%2Fg%2F11r9781t7v!19sChIJuTPcSIllNjERhzEAviZSuBY?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 16-18 Hải Thượng Lãn Ông, P, Ninh Bình",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x313671bf95d2a29d:0x52be7705d76819ae!8m2!3d20.2491034!4d105.9733639!16s%2Fg%2F11jgh60cpf!19sChIJnaLSlb9xNjERrhlo1wV3vlI?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: Xóm 6, Kim Sơn, Ninh Bình",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x31366dc9dbf80acf:0x648b13cc4022c70b!8m2!3d20.0999679!4d106.1047325!16s%2Fg%2F11v03jp5l3!19sChIJzwr428ltNjERC8ciQMwTi2Q?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: Xóm 4 X, Kim Sơn, Ninh Bình",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x31366d22a99aeadd:0x6eeb14465906a6c8!8m2!3d20.1174532!4d106.1122735!16s%2Fg%2F11ldx_bpsm!19sChIJ3eqaqSJtNjERyKYGWUYU624?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 1052 Trần Hưng Đạo, P, Ninh Bình",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x31367149906de7e3:0xc4709c3f012ac7e4!8m2!3d20.2541867!4d105.9732113!16s%2Fg%2F11r_qplncg!19sChIJ4-dtkElxNjER5McqAT-ccMQ?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 178 Vân Giang, P, Ninh Bình, 430000",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x313677ace8fe5683:0xf22f92587c62e370!8m2!3d20.2555445!4d105.9769243!16s%2Fg%2F11jtxt_f7c!19sChIJg1b-6Kx3NjERcONifFiSL_I?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 245 Nguyễn Công Trứ, P, Ninh Bình",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x31367114a8bfb7b3:0xe5636423c0ae3966!8m2!3d20.2478121!4d105.9831345!16s%2Fg%2F11pb1p5v36!19sChIJs7e_qBRxNjERZjmuwCNkY-U?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 414 Đ. Lê Thánh Tông, TT. Yên Ninh, Yên Khánh, Ninh Bình",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x313671385a1ab445:0x84e593dbec3b722f!8m2!3d20.181734!4d106.0636095!16s%2Fg%2F11rd5gkdm2!19sChIJRbQaWjhxNjERL3I77NuT5YQ?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: Xóm 3 X, Yên Khánh, Ninh Bình",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x31367303d6da019b:0x50bf08437257f7c2!8m2!3d20.1650851!4d106.079453!16s%2Fg%2F11vzfyq_j4!19sChIJmwHa1gNzNjERwvdXckMIv1A?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 13 - 15 Tạ Uyên, TT. Yên Thịnh, Yên Mô, Ninh Bình",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x313671b1f6e6ac23:0xa29c2d73b485dba0!8m2!3d20.1607724!4d106.0068859!16s%2Fg%2F11y7cst19n!19sChIJI6zm9rFxNjERoNuFtHMtnKI?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: Xóm Phú Mỹ, Yên Mô, Ninh Bình",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x31366fd4cc10340b:0xe035f8f5b233d92d!8m2!3d20.1438645!4d106.02793!16s%2Fg%2F11y7cylvxc!19sChIJCzQQzNRvNjERLdkzsvX4NeA?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 410 Quang Trung, Bắc Sơn, Tam Điệp, Ninh Bình",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x313665f11e7a411d:0x5ff4a54df5d2c1c6!8m2!3d20.1546062!4d105.9139019!16s%2Fg%2F11k4spj_8j!19sChIJHUF6HvFlNjERxsHS9U2l9F8?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 67 - 69 Hùng Vương, TT. Liễu Đề, Nghĩa Hưng, Nam Định",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x31360d08eebf23a5:0xabe50b2213c1439f!8m2!3d20.220116!4d106.1833106!16s%2Fg%2F11y5flnvjg!19sChIJpSO_7ggNNjERn0PBEyIL5as?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 76 Tuệ Tĩnh, Nam Thành, Ninh Bình",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x31367bd574e65449:0x1e56204feea123f0!8m2!3d20.245877!4d105.9661743!16s%2Fg%2F11s8lj8_w1!19sChIJSVTmdNV7NjER8COh7k8gVh4?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 125 Đinh Tiên Hoàng, Đông Thành, Ninh Bình",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x3136776ee08bd789:0xdae9faf82e5c40a!8m2!3d20.2619173!4d105.9744842!16s%2Fg%2F11sy_5v986!19sChIJideL4G53NjERCsTlgq-frg0?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 145 Trần Phú, P. Ba Đình, Bỉm Sơn, Thanh Hóa",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x3136630fc086dcff:0x149e6c704ee44aec!8m2!3d20.082797!4d105.8638!16s%2Fg%2F11x737rpws!19sChIJ_9yGwA9jNjER7ErkTnBsnhQ?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: Xóm 1, Yên Khánh, Ninh Bình",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x313673d250af95a5:0xb6c6dab57625c810!8m2!3d20.2134722!4d106.1005!16s%2Fg%2F11xth3r56s!19sChIJpZWvUNJzNjEREMgldrXaxrY?authuser=0&hl=vi&rclk=1
Nhà thuốc Sơn Tùng,"Địa chỉ: 25/03 QL1A, Phường, Tam Điệp, Ninh Bình",Số điện thoại: 0399 039 855,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+S%C6%A1n+T%C3%B9ng/data=!4m7!3m6!1s0x31366529fa8c232d:0x9d437977cfe3e41c!8m2!3d20.1582752!4d105.9219159!16s%2Fg%2F1hc2v7rft!19sChIJLSOM-illNjERHOTjz3d5Q50?authuser=0&hl=vi&rclk=1
Nhà Thuốc Thanh Bình,"Địa chỉ: 138 Nguyễn Huệ, Ngọc Trạo, Bỉm Sơn, Thanh Hóa",Số điện thoại: 0705 959 469,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Thanh+B%C3%ACnh/data=!4m7!3m6!1s0x313663e1bd6ee3a9:0x59f241cb48d9b5eb!8m2!3d20.0826443!4d105.8565913!16s%2Fg%2F1pzxpc0t0!19sChIJqeNuveFjNjER67XZSMtB8lk?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: Xóm 31, Ý Yên, Nam Định",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x3136753aa2b638eb:0xd45bd8c893a93bcb!8m2!3d20.2567405!4d106.0664895!16s%2Fg%2F11xf8lpf62!19sChIJ6zi2ojp1NjERyzupk8jYW9Q?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 519 Trần Hưng Đạo, Ninh Khánh, Ninh Bình",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x31367961a19af7d7:0x890a9c9ec9a76e!8m2!3d20.2737499!4d105.9645528!16s%2Fg%2F11sbsdzwyg!19sChIJ1_eaoWF5NjERbqfJnpwKiQA?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 953 Trần Hưng Đạo, P, Ninh Bình",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x3136775a024960c9:0xace84dc53fdea275!8m2!3d20.2551382!4d105.9728033!16s%2Fg%2F11s86cs_83!19sChIJyWBJAlp3NjERdaLeP8VN6Kw?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 1083 Nguyễn Công Trứ, Bích Trung, Ninh Bình",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x3136717cce071509:0xe9663722cb82ba72!8m2!3d20.2428115!4d106.0070309!16s%2Fg%2F11v0qs9vvt!19sChIJCRUHznxxNjERcrqCyyI3Zuk?authuser=0&hl=vi&rclk=1
Nhà thuốc Bảo An (Bảo An PHARMACY) (DRUG STORE),"Địa chỉ: Ninh Nhật, Ninh Bình",Số điện thoại: 0981 784 928,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+B%E1%BA%A3o+An+%28B%E1%BA%A3o+An+PHARMACY%29+%28DRUG+STORE%29/data=!4m7!3m6!1s0x313679080850fc1b:0x7fa27786250bd881!8m2!3d20.2711087!4d105.9420194!16s%2Fg%2F11txkqd79p!19sChIJG_xQCAh5NjERgdgLJYZ3on8?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: Tổ 5, khu phố 2, Bỉm Sơn, Thanh Hóa",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x3136674b4e53f76b:0xbd9fd8e5938f5079!8m2!3d20.0688591!4d105.8924172!16s%2Fg%2F11yhfrslhy!19sChIJa_dTTktnNjEReVCPk-XYn70?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: Thôn, La Xuyên, Ý Yên, Nam Định",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x3136776b1b858f67:0x42e677883727adee!8m2!3d20.31085!4d106.043274!16s%2Fg%2F11xgzm43ct!19sChIJZ4-FG2t3NjER7q0nN4h35kI?authuser=0&hl=vi&rclk=1
Nhà Thuốc Phượng Thông,"Địa chỉ: Ninh Tôn/2, đường thôn, Đoài Hạ, Ninh Bình, 430000",Số điện thoại: 0945 325 635,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Ph%C6%B0%E1%BB%A3ng+Th%C3%B4ng/data=!4m7!3m6!1s0x313671d6c5e0ff31:0xa4e8d3a0991871fa!8m2!3d20.2429505!4d106.0067406!16s%2Fg%2F11w8y9zjph!19sChIJMf_gxdZxNjER-nEYmaDT6KQ?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 665-667, Quang Trung, Trung Sơn, Tam Điệp, Ninh Bình",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x3136656e834dc1b7:0x7d72a86b0c7fd7d8!8m2!3d20.1505975!4d105.9025354!16s%2Fg%2F11xtjnzrm8!19sChIJt8FNg25lNjER2Nd_DGuocn0?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: Xóm Tân Mỹ, X, Hoa Lư, Ninh Bình",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x313679ce135dd1e9:0x154b60c3210f864a!8m2!3d20.2906542!4d105.956487!16s%2Fg%2F11sv_j5z7j!19sChIJ6dFdE855NjERSoYPIcNgSxU?authuser=0&hl=vi&rclk=1
Nhà Thuốc Hoàng Anh,"Địa chỉ: 90 Trần Phú, P. Ba Đình, Bỉm Sơn, Thanh Hóa",Số điện thoại: 0918 824 659,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Ho%C3%A0ng+Anh/data=!4m7!3m6!1s0x313663fd042f4179:0xfa357829fec5dcd0!8m2!3d20.081683!4d105.8668798!16s%2Fg%2F12vrsmw16!19sChIJeUEvBP1jNjER0NzF_il4Nfo?authuser=0&hl=vi&rclk=1
NHÀ THUỐC MAI CÚC,"Địa chỉ: 320 Đ. Trần Hưng Đạo, P. Ba Đình, Bỉm Sơn, Thanh Hóa",Số điện thoại: 0915 886 115,https://www.google.com/maps/place/NH%C3%80+THU%E1%BB%90C+MAI+C%C3%9AC/data=!4m7!3m6!1s0x3136658bae935409:0x6662b5a54dae81ae!8m2!3d20.08646!4d105.8826971!16s%2Fg%2F11g4dx67gm!19sChIJCVSTrotlNjERroGuTaW1YmY?authuser=0&hl=vi&rclk=1
Nhà Thuốc Minh Phương,"Địa chỉ: phố 2, TT. Yên Ninh, Yên Khánh, Ninh Bình",Số điện thoại: 0971 069 955,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Minh+Ph%C6%B0%C6%A1ng/data=!4m7!3m6!1s0x3136718a0311e8cf:0x78313a53acf25d7c!8m2!3d20.1828427!4d106.0629373!16s%2Fg%2F11f0_gqkhb!19sChIJz-gRA4pxNjERfF3yrFM6MXg?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 836 Nguyễn Công Trứ, P, Ninh Bình",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x31367185f5f966dd:0x23880cee533986c0!8m2!3d20.2433183!4d105.9974702!16s%2Fg%2F11vl4lvp0j!19sChIJ3Wb59YVxNjERwIY5U-4MiCM?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 116-118 Nguyễn Huệ, P, Bỉm Sơn, Thanh Hóa",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x3136636415d7e7ab:0xf9820eb052486685!8m2!3d20.083027!4d105.8566948!16s%2Fg%2F11wmg7tdrl!19sChIJq-fXFWRjNjERhWZIUrAOgvk?authuser=0&hl=vi&rclk=1
PHARMACY NEAR ME - QUẦY THUỐC MINHNGOC,"Địa chỉ: Đội 4 thôn Văn Lâm, Ninh Hải, Hoa Lư, Ninh Bình",Số điện thoại: 0912 994 438,https://www.google.com/maps/place/PHARMACY+NEAR+ME+-+QU%E1%BA%A6Y+THU%E1%BB%90C+MINHNGOC/data=!4m7!3m6!1s0x31367a59cd1053c1:0x2cb5ab34be840fba!8m2!3d20.2147644!4d105.935588!16s%2Fg%2F11j6_v4db9!19sChIJwVMQzVl6NjERug-EvjSrtSw?authuser=0&hl=vi&rclk=1
Nhà Thuốc Tuấn Hạnh_Pharmacy Tuan Hanh,"Địa chỉ: 57 Thành Công, Tân Thành, Ninh Bình",Số điện thoại: 0827 358 435,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Tu%E1%BA%A5n+H%E1%BA%A1nh_Pharmacy+Tuan+Hanh/data=!4m7!3m6!1s0x313679c608dd11e9:0x664d9af7c99bb29d!8m2!3d20.2654407!4d105.9655861!16s%2Fg%2F11sb3snqcg!19sChIJ6RHdCMZ5NjERnbKbyfeaTWY?authuser=0&hl=vi&rclk=1
Nhà thuốc Thuận Hiếu,"Địa chỉ: 7XVF+2MQ, Ninh Khang, Hoa Lư, Ninh Bình",Số điện thoại: 0988 685 567,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Thu%E1%BA%ADn+Hi%E1%BA%BFu/data=!4m7!3m6!1s0x313677005a64ef43:0x5a65d00f12c842dd!8m2!3d20.2925863!4d105.9742366!16s%2Fg%2F11xl5xmtg_!19sChIJQ-9kWgB3NjER3ULIEg_QZVo?authuser=0&hl=vi&rclk=1
Nhà Thuốc Vũ Duyên,"Địa chỉ: 41 Trì Chính, TT. Phát Diệm, Kim Sơn, Ninh Bình",Số điện thoại: 0229 3720 865,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+V%C5%A9+Duy%C3%AAn/data=!4m7!3m6!1s0x31366c47dcb71ff7:0xf1fe25f40624a46f!8m2!3d20.0931487!4d106.0896065!16s%2Fg%2F12vqkm369!19sChIJ9x-33EdsNjERb6QkBvQl_vE?authuser=0&hl=vi&rclk=1
Nhà thuốc An Tâm,"Địa chỉ: 189 Xuân Thành, Tân Thành, Ninh Bình",Số điện thoại: 0969 189 289,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+An+T%C3%A2m/data=!4m7!3m6!1s0x3136798a847b8c7f:0x6741bcd042f99d90!8m2!3d20.2593981!4d105.9631254!16s%2Fg%2F11st85v7mg!19sChIJf4x7hIp5NjERkJ35QtC8QWc?authuser=0&hl=vi&rclk=1
Nhà Thuốc Hồng Sơn,"Địa chỉ: 33 Ng. Thì Nhậm, Trung Sơn, Tam Điệp, Ninh Bình",Số điện thoại: 0947 701 122,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+H%E1%BB%93ng+S%C6%A1n/data=!4m7!3m6!1s0x313665a3aed11ddd:0xa5c56933505b671f!8m2!3d20.1540448!4d105.9195062!16s%2Fg%2F11j4002kfz!19sChIJ3R3RrqNlNjERH2dbUDNpxaU?authuser=0&hl=vi&rclk=1
Nhà Thuốc Hương Giang,"Địa chỉ: 7WR5+HF9, QL38B, Trường Yên, Hoa Lư, Ninh Bình",Số điện thoại: 0972 769 988,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+H%C6%B0%C6%A1ng+Giang/data=!4m7!3m6!1s0x3136790055794dd1:0x1097ae52ea25a39f!8m2!3d20.2913986!4d105.9086681!16s%2Fg%2F11xn71v60p!19sChIJ0U15VQB5NjERn6Ml6lKulxA?authuser=0&hl=vi&rclk=1
Nhà thuốc Thanh Bình 6,"Địa chỉ: 286 Bà Triệu, P. Bắc Sơn, Bỉm Sơn, Thanh Hóa",Số điện thoại: 0705 284 736,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Thanh+B%C3%ACnh+6/data=!4m7!3m6!1s0x313663bea4db8895:0x428569140ec2732!8m2!3d20.0878398!4d105.8561709!16s%2Fg%2F11vhgg52nc!19sChIJlYjbpL5jNjERMifsQJFWKAQ?authuser=0&hl=vi&rclk=1
Nhà Thuốc Phạm Thị Hà,"Địa chỉ: 133 Nguyễn Văn Cừ, Ngọc Trạo, Bỉm Sơn, Thanh Hóa",Số điện thoại: 0237 3770 150,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Ph%E1%BA%A1m+Th%E1%BB%8B+H%C3%A0/data=!4m7!3m6!1s0x313663dde308b66f:0x5b56823f746fe78f!8m2!3d20.0865584!4d105.8516378!16s%2Fg%2F1pp2v114m!19sChIJb7YI491jNjERj-dvdD-CVls?authuser=0&hl=vi&rclk=1
Nhà Thuốc Thanh Xuân,"Địa chỉ: 419 Nguyễn Công Trứ, Bích Đà, Ninh Bình",,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Thanh+Xu%C3%A2n/data=!4m7!3m6!1s0x313671f1abf723a7:0x27a9346ecccc53e2!8m2!3d20.2458165!4d105.9897564!16s%2Fg%2F11qpv_tvty!19sChIJpyP3q_FxNjER4lPMzG40qSc?authuser=0&hl=vi&rclk=1
Nhà Thuốc Ngọc Sơn,"Địa chỉ: 928 Trần Hưng Đạo, Tân Thành, Ninh Bình",Số điện thoại: 0229 3872 128,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Ng%E1%BB%8Dc+S%C6%A1n/data=!4m7!3m6!1s0x313679fcd5983561:0x7ff55ee2c31c8edc!8m2!3d20.2665746!4d105.9669693!16s%2Fg%2F1hc0rjr4l!19sChIJYTWY1fx5NjER3I4cw-Je9X8?authuser=0&hl=vi&rclk=1
Nhà Thuốc Văn Thơm,"Địa chỉ: 91 Nguyễn Huệ, Ngọc Trạo, Bỉm Sơn, Thanh Hóa",Số điện thoại: 0934 669 363,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+V%C4%83n+Th%C6%A1m/data=!4m7!3m6!1s0x313661482e877fe1:0x8be3c931c4edb6a!8m2!3d20.0786045!4d105.8561495!16s%2Fg%2F11t4g1xlyx!19sChIJ4X-HLkhhNjERattOHJM8vgg?authuser=0&hl=vi&rclk=1
Nhà thuốc đông y - Mai Thế Dân,"Địa chỉ: 115 Nguyễn Văn Cừ, Ngọc Trạo, Bỉm Sơn, Thanh Hóa 40700",Số điện thoại: 0982 780 295,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+%C4%91%C3%B4ng+y+-+Mai+Th%E1%BA%BF+D%C3%A2n/data=!4m7!3m6!1s0x31366320d8138c43:0x37038b37ce6ba1ee!8m2!3d20.0863957!4d105.8522535!16s%2Fg%2F11nx194qsb!19sChIJQ4wT2CBjNjER7qFrzjeLAzc?authuser=0&hl=vi&rclk=1
NHÀ THUỐC LÂM ANH,"Địa chỉ: đường Nguyễn Công Trứ, Bích Đà, Ninh Bình, 08112",Số điện thoại: 0862 270 599,https://www.google.com/maps/place/NH%C3%80+THU%E1%BB%90C+L%C3%82M+ANH/data=!4m7!3m6!1s0x31367140d7836a15:0x4dde38d39a0df8b9!8m2!3d20.2467164!4d105.9867451!16s%2Fg%2F11wg3gvtqk!19sChIJFWqD10BxNjERufgNmtM43k0?authuser=0&hl=vi&rclk=1
Nhà Thuốc Thuý Hạnh,"Địa chỉ: Đối diện UBND, Nam Định",Số điện thoại: 0989 256 607,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Thu%C3%BD+H%E1%BA%A1nh/data=!4m7!3m6!1s0x31360d1572ce3f53:0x37f39bac6e3a2e08!8m2!3d20.2000591!4d106.2163145!16s%2Fg%2F11fm5dsklr!19sChIJUz_OchUNNjERCC46bqyb8zc?authuser=0&hl=vi&rclk=1
Nhà thuốc Nhung Tuấn,"Địa chỉ: 92 Quang Sơn, Tây Sơn, Tam Điệp, Ninh Bình",,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Nhung+Tu%E1%BA%A5n/data=!4m7!3m6!1s0x313665c15db02519:0xdc82ff5bee1c4028!8m2!3d20.1515879!4d105.8991946!16s%2Fg%2F11j5dd42nw!19sChIJGSWwXcFlNjERKEAc7lv_gtw?authuser=0&hl=vi&rclk=1
Nhà Thuốc Ngân Hà II,"Địa chỉ: 50 Lương Văn Tụy, Tân Thành, Ninh Bình",,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Ng%C3%A2n+H%C3%A0+II/data=!4m7!3m6!1s0x3136775566ced5b1:0x86bd46a060895023!8m2!3d20.256668!4d105.9703568!16s%2Fg%2F11c5s8wzt8!19sChIJsdXOZlV3NjERI1CJYKBGvYY?authuser=0&hl=vi&rclk=1
